"Story","Title","Result","Date","Stability","Duration (s)"
"Carrito de compras de Toy Sarray","Yo como usuario quiero buscar un articulo en especifico, agregarlo al carrito de compras y validar que quede registrado","SUCCESS","2020-11-17T19:34:13.193-05:00[America/Bogota]","0.0","55.44"
